Timestamp	Face 1	Face 2	Face 3	Face 4	Face 5	Face 6	Face 7	Face 8	Face 9	Face 10	What is the better name for the shape on the left?	Who dis?	Best name for an evil kid?
1/23/2021 22:30:42	Olivia	Richard	Hannah	Bill	Maxwell	Suzanna	Ed	Joseph	Debra	Helen	Takete	Zeke	Kevin
1/23/2021 22:30:45	Michelle	Greg	Katie	David	Cary	Tammy	Brian	Rodrigo	Dorothy	Elaine	Takete	Elliott	James
1/23/2021 22:30:58	Giulia	Mark	Catherine	Bob	Jules	Emma 	Gordon	James	Anna	Marie	Takete	John	Ben
1/23/2021 22:31:45	Alice	Bodran	Kimberley	David	Scott	Michelle	James	Jason	Mary	Catherine	Takete		
1/23/2021 22:31:47	Lucy	Michael 	Lauren	Stan	Anthony	Lara	Robert	James	Margaret 	Lilian 	Takete	Gerard 	Damon
1/23/2021 22:32:18	Alice	Robert	Kiera	Tom	Alexander	Erin	Matthew 	Marcus	Tilda	Sharon	Takete	Dom	Eugene
1/23/2021 22:32:31	Cadence	Benjamin	Ashleigh	Max	Aiden	Michelle	Bartholomew	Omar	Theresa	Lydia	Takete	Kip	Leon
1/23/2021 22:33:04	Hailey	Ahmed	Carolina 	Fred 	Hank	Gina	Josh	Clark	Edna 	Edith	Maluma		
1/23/2021 22:33:12	Claire	David	Tiffany	Mark	John	Jennifer	Paul	Zain	Margaret	Lucia	Takete		
1/23/2021 22:33:46	Lisa	Jakob	Melanie	Ben	Tom	Neira	Johan	Gabriel	Ans	Merilyn	Takete	HANS	Conrad
1/23/2021 22:34:30	Meredith	Stephen 	Ashley	Paul	Andrew 	Vivian	Kurt	Jamal	Jan	Shirley	Takete	Chris 	Morgan 
1/23/2021 22:34:32	Emma	Mike	Laura	Steven	Ben	Amy	Carl	Dean	Mary	Sarah	Takete	George	Damon
1/23/2021 22:34:46	Robin	David	Michelle	Paul	Ed	Leah	Michael	Bruce	Margaret	Helen	Takete	Jake	Stuart
1/23/2021 22:34:46	Kimmy	Mark	Samantha	John	Michael	Amy	Dave	Luke	Debbie	Jennifer	Takete	Moe	Braxton
1/23/2021 22:34:47	Olivia	Jason	Brooke	James	John	Julie	Henry	Michael	Sharon	Lynn	Takete	Steve	Aiden
1/23/2021 22:34:54	Alice	Rani	Jennifer	Don	Michael	Michel	Broot	Ari	Linda	Prof. Something 	Takete	Jorg	Jeez
1/23/2021 22:36:09	Mia	Jasmir	Katherine	Roger	Edward	Tiana	Brody	Asmal	Hillary	Elise	Takete	Lil Stan	His twitch handle is Pizzlee
1/23/2021 22:36:29	Sarah	Matthew	Kendra	Dave	Alex	Lisa	Keith	Stephen	Martha	Debbie	Takete	Steve	Ricky
1/23/2021 22:36:33	Ginger	Donald	Jessica	Steve	Mark	Angela	Peter	Gary	Deborah 	Barbara 	Takete	Angelo 	Tony
1/23/2021 22:36:52	Samantha	Frank	Karen	John	Chris	Stephanie	Ulrich	Steve	Gertrude	Sharon	Takete		
1/23/2021 22:37:08	Haley	John	Britney	John	Dick	Patricia	Bob	Tingles	Patricia	Lucille	Takete	Zambo	Von Gutard
1/23/2021 22:37:18	Bridgette	Gary or Todd	Emily	Charles but goes by Charlie	William	Carol	Lawrence	Daryl	Margaret but goes by Margie	Lucinda	Takete	Logan Paul after a drug binge, is that you??	Lucius
1/23/2021 22:37:24	Kerri	Gregory	Alayna	Mark	Sebastien	Thuy 	Hugh	Ravi	Susan	Maria	Takete	Terry	Raymond
1/23/2021 22:38:04		Seth	Jennifer	Bradley	Michael	Robin	Paul	James	Sue	Heather 	Takete	Owen	Saul
1/23/2021 22:38:52	Kayla	Jonathan	Lexi	Jonas	Andrew	Maya	Jason	Samuel	Janet	Nina	Takete	Cameron 	Lucas
1/23/2021 22:39:57	Aurora 	Roger	Elisa 	George 	Frank 	Xu-yu	Hans 	Antonio	Heather 	Caroline 	Takete	Liam Gallagher 	Jordi ENP
1/23/2021 22:40:13	Charlotte	Ralph	Eliza	Steve	Jacob	Sydney	Mike	Greg	Martha	Katherine	Takete	DJ  Raddichio 	Eric
1/23/2021 22:40:19	 Claire	Manuel		Oliver	Samuel			Samuel			Takete		
1/23/2021 22:40:26	Lindsey	Greg	Hanna	Ryan	Steven	Julia	Gordon	Raj 	Bethany	Susan	Takete	Rainbow	Kyre
1/23/2021 22:41:14	Kathy	Daniel	Kristen	Ralph	Jim	Jackie	Dutch	Lamar	Carol	Hillary	Takete	Leo	John
1/23/2021 22:41:51	Ellen	Nick	Kathy	Kyle	Mark	Sonya	Darryl	Ramez	Gertie	Mara	Takete	Yoio	
1/23/2021 22:41:52	Jenna	Pascal	Louise	Thomas	Eric	Wendy	Bob		Gertrude	Linda	Takete		
1/23/2021 22:43:06	Lisa	Marco	Ellen	Cliff	Michael	Jennifer	Rob	Thomas	Beth	Laura	Takete	McBradizzle	Blorm
1/23/2021 22:43:18	Marie	Angel	Carey	Doug	Mark	Maria	Al	Jeff	Donna	Diane	Takete	Brad	Liam
1/23/2021 22:43:32	Emmi	Michael	Ashley	Mike	Daniel	Janet	Janne	Samuel	Tarja	Martha	Takete	Jake	Nathan
1/23/2021 22:43:38	Maya	John	Katelyn	Mike	Brian	Linda	Derek	Will	Sharon	Betty	Takete	Woody	Trey
1/23/2021 22:43:54	Sarah	Rick	Lauren	David	David	Michelle	Peter	Martin	Leisel	Martha	Takete	Gregory	Clement
1/23/2021 22:43:56	Sina	Raphael	Judy	Kevin	Thomas	Stephanie	Bernd	Simon	Susan	Katherin	Takete		
1/23/2021 22:43:57		Carlos or Charles	Margaret		Robert	Kim			Edith		Takete		
1/23/2021 22:44:55	Lily	Jeff	Alexa	Mitchell 	Brandon	Lisa	Mike	Samson 	Ruth	Melody	Takete	Gorgo 	Horace 
1/23/2021 22:45:33	Grace	Tony	Rebecca	Martin	Sebastian	Amy	John	Arjun	Carol	Deborah	Takete	Joe	Nathaniel
1/23/2021 22:45:59	May	George	Karen	Mike	Tod	Liz	Henry	Ray	Beth	Louise	Takete	Guy	Ronald
1/23/2021 22:45:59	Camille	Richard	Jessica	Michael	Stanley	María	Bob	Bruce	Dolores	Susan	Takete	Willis	Gavin
1/23/2021 22:46:10	Jennifer	Mark	Liz	Craig	Timothy	Susan	Dan	Carl	Barb	Mary	Takete	Ken	Dameon
1/23/2021 22:46:42	Emily	Derek	Ashley	John	Brian	Kathryn	Sean	Alberto	Catherine	Diane	Maluma	Mickey	Voldemort
1/23/2021 22:46:56	Emily	François 	Charlotte	Alan 	Paul	Tia	Espen	Jonathan	Beverly	Shannon	Takete	Steve	Baron
1/23/2021 22:47:21	Miranda	Fred	Amanda	Jonathan	Bradley	Julia	Christopher	Michael	Deborah	Carrie	Takete		
1/23/2021 22:47:41	Sarah	Peter	Annie	Raul	Paul	Susan	Tom	Marcus	Tina	Ruth	Equally fitting	Travis	Sammy
1/23/2021 22:47:53	Stacey	Raul	Stephanie	John	Steve	Marisa	Bill	Derek	Joan	Marcy	Takete	Mulligan Delaney	Frobert 
1/23/2021 22:47:58	Charlotte	Judd	Ashley	Joseph	Nathan	Amy	Ben	William	Grace	Elizabeth	Takete	Bradley	Sean
1/23/2021 22:48:21	Hannah	Adrian	Amber	Keith	Andrew	Jane	Harvey	Thomas	Margaret	Helen	Takete	Josh	Kevin
1/23/2021 22:48:41	Samantha	Rob	Amy	Rob	Nick	Mary	Bob	Rajesh	Mary beth	Taylor	Takete	Larry	Nolan
1/23/2021 22:49:22	Marly	Justin	Christine	Hugh	Edward	Savannah	Jon	David	Suzanne	Tilly	Takete	The lost brother of Jake and Logan Paul	Vladimir
1/23/2021 22:49:38	Kaitlyn 	David	Ashley	Paul		Christine	Scott	Greg	Kathleen	Jane	Takete	Stanley	Damian 
1/23/2021 22:49:47	Emily 	Tom	Ivanka 	Joey	George	Lin	Frederick 	Ricardo 	Susan	Eva	Takete	Bryan 	Thaddeus 
1/23/2021 22:49:59	Allison	Michael	Elizabeth	Michael	Robert	Jennifer	Thomas (Tom)	Damien	Susan	Bethany	Equally fitting	Colton	Shawn
1/23/2021 22:50:21	Raina	Jaime	Sarah	Brad	Christopher	Lila	Stellan	Leo	Marlene	Louise	Takete	Carl	Jasper
1/23/2021 22:50:40	Kylie	George	Amanda	Mark	Roger	Natalie	Gordon		Martha	Helen	Equally fitting	Mo	Preston
1/23/2021 22:50:51	Kiera	Matt	Juliette	Hogan	Seymour	Elaine	Harold	Tomas	Margaret	Susan	Takete	Big Sleazy	Mortimer
1/23/2021 22:50:59	Marissa	Ahmed	Kristin	John	Stephen	Cindy	Derek	Tony	Clara	Catherine	Takete	Logan	Dylan
1/23/2021 22:51:29	Lucy	Scott	Sandy	Dave	Marco	Suzy	Rob	Alejandro	Sheila	Christine	Takete	Adam Sandler on crack	Rohit
1/23/2021 22:51:50	Annalise	Mark	Stephanie	Jason	Robert	Lisa	Chad	Aaron	Sherri	Lynn	Takete	Chris	Neil
1/23/2021 22:52:10	Ella	Ryan	Crystal	Tobey	Wallace	Cindy	Tommy	Shawn	Linda	Lisa	Takete	Floyd	Chad
1/23/2021 22:52:27	Sophia	Davis	Charlotte 	Mark	Mark	Lisa	Henry	Moe	Andrea	Mary	Takete	Jim	Sid
1/23/2021 22:52:35	Mari	Jacques 	Tessa	Karl	Caleb	Starr	Brian	Davis	Mila	Audrey	Equally fitting	Bemis	Jeff
1/23/2021 22:53:25	Katie	Alex	Mercedes	Ken	Rufus	Lin	John	Alberto	Margaret	Alice	Equally fitting	Kev	Shad
1/23/2021 22:55:08	Josie	Eric	Ashtyn	Bill	Seth	Morgan	Steve	Marco	Edith	Jolene	Takete	Chris	Peter
1/23/2021 22:55:18	Charlotte	Vincent 	Ashley	Mark	Jared	Julie 	Matthew	Jonathan	Louise	Stephanie	Takete		
1/23/2021 22:55:34	Emily	Barry	Shay	Robert	John	Kelly	Judd	Aaron	Betty	Linda	Takete	Garth	Lemuel
1/23/2021 22:55:35	Mary	Oliver	Mary Beth	Steve	John	Jessica	John	Jacques	Linda	Karen	Maluma	Speedy Bob	Lucifer
1/23/2021 22:55:44	Eloise	Mark	Shayla 	Paul	Timothy 	Kalyani 	Guy Fieri  	Juan	Joanna	Taryn	Takete	PimpBoi	Sid 
1/23/2021 22:56:18	Caitlyn	Jorge	Aubrey	Martin	Mark	Claudia 	Steve	Jacob	Deborah	Annette	Takete	Chris 	Dominic
1/23/2021 22:56:19	Nicky	Raul	Gessica	Paul	Christopher	Anna	Daniel	Matthew	Frida	Danielle	Takete	Logan Paul in a few years	Timothy
1/23/2021 22:56:21	Hannah	Oscar	Jessica	Mark	Alexander	Louise	Stellan	Roland	Mary	Esther	Takete	Sebastian	Adolf
1/23/2021 22:57:24	Johanna	Giacomo	Michelle	Greg	Anthony	Celeste	Adam	Michael	Paula	Molly	Equally fitting	Spichael	Moriarty
1/23/2021 22:57:40	Daisy	Artur 	Jen	David	Giannis	Kimberly	John	Ennes 	Judy	Eloise 	Takete	Jimbo	Tyler
1/23/2021 22:58:03	Kasia	Angelo	Jessica	Robert	Criss	Selena	Bob	Terry	Peggy	Elaine	Takete	Stefan	Adam
1/23/2021 22:58:09	Maddie	Richard	Becca	Mike	Eric	Alice	Tom	Raul	Martha	Teresa 	Takete	Joe	Damon
1/23/2021 22:59:31	Emma	David	Jessica	Jeff	Jason	Jennifer	Mathew	Alex	Denise	Nancy	Takete	Charlie	Damien
1/23/2021 22:59:45	Kristen	Adrian	Cassie	Robert	Kagan	Tam	Eddie	John	Kathryn	Laura	Takete	Spaz	
1/23/2021 23:00:24	Valerie	Jonathan 	Delilah	Wesley	Jordan 	Christine	Robert	Samuel	Marguerite	Janet	Takete	Zachary 	Moses
1/23/2021 23:01:51	Emily	Jonathan	Chelsea	Brian	Paul	Julie	Allen	Marcus	Patty	Linda	Maluma	Chris	Jacob
1/23/2021 23:01:53	Sarah	Pierre	Amanda	Jimmy	Alexandre	Kim			Lise	Catherine	Takete	Kivun	Samuel
1/23/2021 23:02:00	Hannah	Steve	Bailey 	Jim	Harold	Belinda	Connor	AJ	Carol	Pauline	Takete	Everett	Damien
1/23/2021 23:02:16	Charlotte 	Damien 	Sheree 	Craig	Paul	Margaret 	Blake	Carlos	Lynn 	Carol	Maluma	Cheese	104
1/23/2021 23:05:04	Emma	Joseph	Ashley	David	Richard	Anna	Jake	Marcus	Dawn	Carol	Takete	Pete	Kevin
1/23/2021 23:05:06	Caidyn	Jeff	Karen	William	Adam	Liberty	Tom	Dwayne 	Elise	Sarah	Takete	Craig	Lucifer
1/23/2021 23:05:40	Wren	Billy	Kira	Sam	Morgan	Shayla	Cooper	Byron	Evelyn	Mara		Jeff	Brian
1/23/2021 23:05:46	Adison	Rick	Jessica	Kevin	Steve	Mandy	Chris	Adam	Dolly	Sarah	Takete		
1/23/2021 23:05:57	Kylee	Samuel	Vivienne	Marcus	Joshua	Tina	Daniel	Frank	Claire	Amy	Takete	Paul	Maloro
1/23/2021 23:06:21	Lily	Miguel	Kelsey	John	Nicholas	Rose	Martin	Steve	Holly	Ruby	Takete	Old and drunk Jake Paul trying to cling to his fame	Colin
1/23/2021 23:06:40	Jenny	Adam	Samantha	Harry	Alan	Lisa	Geoff	Grant	Margaret	Louise	Takete	Jeoff	Will
1/23/2021 23:07:00	Jenny 	Jack 	Page	Bill	John	Tina 	Joseph 	Mark	Martha	Jackie	Takete	Bobo the high hobo	Dexter 
1/23/2021 23:07:48								Rahul	Stephanie	Claire	Takete	Marcus	Joshua
1/23/2021 23:08:52	Chloe	John	Claire	Mark	Peter	Chloe	David	Josh	Sheryl	Elizabeth	Takete	Greg	Shawn
1/23/2021 23:08:59	Hannah	Robert	Jenna	David	Jared	Kimberly 	Matthew	Guillermo 	Joan	Pam	Takete	Andy Dick	Thomas 
1/23/2021 23:09:18	Marley	Oscar	Annika	Stanley	Marcus	Sloane	Frederick	Marlon	Sylvie	Theresa	Takete	Ernie	Orion
1/23/2021 23:09:45	Claire	Joe	Kelsey	John	Nathan	Hannah	Gordon	Alex	Patricia	Marilyn	Takete	Roland	Aidan
1/23/2021 23:09:59	Libby	Chris	Alexa	Doug	Oliver	Alexandria	Peter	David	Janet	Lucy	Maluma		
1/23/2021 23:10:18	Jolina	Terry	Suzanne	Richard	Conrad	Olivia	Brian	Peter	Geraldine	Cyndi	Takete	Elliander	Darryl
1/23/2021 23:11:25	Hannah	Jeremy	Caitlyn	John	Luke	Mariah	Drew	Oliver	Kathy	Lisa	Takete		
1/23/2021 23:12:47	Hannah	David	Becky	Chris	Andrew	Melonie	Roland	Salem 	Norma	Linda	Takete	Tom Green	Trip 
1/23/2021 23:13:06	Avery 	Emir	Brooke	Paul	Matthew	Stacey	Peter	Jackson	Rhonda	Hélène	Takete	Chris Eliott	Mark
1/23/2021 23:13:25	Clara	Antonio	Leticia	Pablo	Stephan 	Rosa	Emilio 	Alfonso	Gertrudis	Mari Carmen	Takete	Gary	Kevin
1/23/2021 23:13:42	Hannah	Dominic	Jessica	Mark	Ian	Sandra	John	Chris	Margaret	Deborah	Takete	Shawn	Tyler
1/23/2021 23:14:21	caitlin	david	melinda	jackson	julian	nicole	jayden	micah	ruth	barbara	Takete	fralklin	aston
1/23/2021 23:14:27	Emily 	Tom	Ivanka Trump 	Joey	George 	Lin	Frederik	Ricardo 	Susan	Eva	Takete	Bryan 	Thaddeus  "Evil Teddy"
1/23/2021 23:14:32	Emily 	Tom	Ivanka Trump 	Joey	George 	Lin	Frederik	Ricardo 	Susan	Eva	Takete	Bryan 	Thaddeus  "Evil Teddy"
1/23/2021 23:14:48	Emma	Frank	Jennifer	Mike	David	Michelle	Richard	Andrew	Ruth	Cathy	Takete	Roland	Tyler
1/23/2021 23:15:29	Nadia	Justin	Erika	Stephen 	Etienne	Mari	Anthony 	Chris	Martha	Anne	Takete	Jake Paul on crack 	Dewey
1/23/2021 23:16:23	Silvia	Antonio	Becky	Brandon	Vincent	Jessica	Hank	Burron 	Eliza	Ally	Takete	Gerald	Flinn 
1/23/2021 23:16:40	Gimlet	Sandow	Caroline	Schubert	Nedry	Simone	Addison	Garfield	Parker	Diane	Takete	Harold	Adolf Jr.
1/23/2021 23:16:40	Amy	Eric	Ashley	Robert	Rigby	Alana	Jeff	Amir	Deborah	Carol	Takete	Maxwell	Dorian
1/23/2021 23:16:46	Eliza	Richard	Melanie	Tom	Mark	Julia	Mike	Antonio 	Peggy	Diane	Takete	Neighbor Dave	Sid
1/23/2021 23:16:55	Sarah	Josh	Kaylie	Tom	Tony	Marilyn	Tim	Antoine	Barbara	Diane	Takete	Zac	Simon
1/23/2021 23:17:19	Amanda	Craig	Alicia	Mark 	Scott	Eliza	Tim	Jeremy	Ruth	Sonia	Takete	Dylan	Virgil 
1/23/2021 23:17:36	Kate	David	Emily	Rob	Simon	Kim	Scott	Mike	Sue	Margaret	Takete	Blade	Rocco
1/23/2021 23:18:14	Emily	Craig	Sarah	Todd	Joseph	Melissa	Rick	Adam	Barbara	Penelope	Takete	lil sharty	Mason
1/23/2021 23:18:17	McKenzie	Tony	Kimberly	John	Marco	Christy	Brian	Isaac	Kathy	Helen	Takete	Chris Elliot	Oliver
1/23/2021 23:18:38	Savannah	Josh	Paige	Robert	Greg	Sonja	Dan	Robert	Susan	Debra	Takete	Paul	Jackson
1/23/2021 23:18:40	Emmy	Derreck	Sophia	Frank	Mark	Lyn					Takete	Rob	
1/23/2021 23:19:35	Nina	Francesco 	Melanie 	Eric	Sebastian 	Kia	Peter	Arun	Gerda	Janine	Takete		
1/23/2021 23:19:38	Ashleigh	Frank	Ashleigh	Frank	Frank	Ashlee	Frank	Frank	Ash	Lee	Equally fitting	Ol Country Buff-ette 	Frank
1/23/2021 23:20:32	Jessica	Marco	Brittany	Paul	Steven	Kathy	Kevin	Joseph	Mary	Helen	Takete	Logan paul	Gibson
1/23/2021 23:20:45	Emily	Rodger	Jacqueline	Steve	Peter	Ellen	Sam	Marcus	Susan	Susan	Takete	Kyle	Adrian
1/23/2021 23:20:45	Emily	Jarred	Tiffany	George 	Paul	Cindy	Anderson 	Pete	Debbie	Cheryl	Takete	Chris Elliot	
1/23/2021 23:20:59	Sarah	Luis	Brittany 	Mark	Tom	Jessica		Derrik	Maureen	Nancy	Takete	Christopher 	
1/23/2021 23:21:01	Lori	Sandro	Jessica	Nathan	Gregorius	Yumi	Klaus	Jorge	Rosalind	Christina 	Takete	Baluba	Kirk
1/23/2021 23:21:17	Lizzy	David	Karen	Roger	Phillip	Tina	Bob	Mark	Meredith	Jenny	Maluma	god	bradley
1/23/2021 23:21:29	Sophie	David	Sarah	Sam	Emmanuel	Emily	Donald	John	Mathilde	Katja	Takete	Bob	Steve
1/23/2021 23:21:32	Siobhan	Paolo	Erica	Raymond	Peter	Karen	Walter	Muammar	Mary Pat	Maggie	Takete	a wook?	Ezekiel 
1/23/2021 23:22:18	Annie	Mark	Isla	Mike	David	Michelle	Branden	Hans	Margaret 	Susan	Maluma	Jared	Greg
1/23/2021 23:22:55	Claire	David 	Brittany	John 	Zach		Tim		Betty	Julia 	Takete		
1/23/2021 23:23:08	Lana	Mark	Regina	Gary	Craig	Tina	Jim	Tony	Barb	Janice	Takete	Bo 	Damian
1/23/2021 23:23:16	Addie	Stephen	Allison	Alexander	Jorge	Amy	Charlie	Emiliano	Curie	Margaret	Takete	WeedBro420	Bartholomew
1/23/2021 23:23:30	Mary	Andrew	Katelyn	Mark	Peter	Isabel	Steve	Milo	Helen	Beth	Takete	Iggle	Fuego
1/23/2021 23:24:36	Erin	Andreas	Belinda	Richard	Jeremy	Sylvia	Keith	Paul	Sue	Cathy	Maluma	Ice Rover JJ	Milo
1/23/2021 23:25:02	Haley	Ben	Meagan	Jared	Dave 	Denise	Mark	Rico	Debra	Maryann	Takete	Kyle	Reek
1/23/2021 23:25:10	Allison	Dan	Rachel	Louis	Jeremy	Sandra	Mike	Andrew	Sandy	Elle	Takete	Know as Lil January, but his real name is Samuel	Jorge
1/23/2021 23:25:18	Tabitha	Mohammed 	Emily	Jorge	Richard 	Dawn	Wallace	Mark	Deborah 	Susan	Takete		
1/23/2021 23:26:08	Emma	Doug	Karen	Neil	Johnson	Emily	Fred	Sebastian 	Susan	Elizabeth 	Takete	Rob the drug addict	Luke the serial killer
1/23/2021 23:26:32	Meghan	Emanual 	Valeria 	Steve	Mark	Vanessa	Kristoff 	Ben	Susan	Amy	Maluma	Topher	Sven 
1/23/2021 23:27:11	Elizabeth	Joe	Krystal	Richard		Jennifer	Guy		Cathy	Regina	Takete	Jorgen	
1/23/2021 23:27:42	Alice	Peter	Lacy	Jeremy	Robert	Lucy	James	John	Theresa	Mary	Takete	Johnny	Rick
1/23/2021 23:27:52	Melinda	Gary	Giovanna	Greg	Harmon	Leah	Geoffrey	Marco	Diane	Louise	Takete	Guff	Frezo
1/23/2021 23:27:56	Alaina	Paul	Tammy	Richard	Samuel	Kathy	Rick	Roger	Judy	Marie	Takete	Scrungy Jim	Pebert 
1/23/2021 23:28:23	Clara	Justin	Jessica	Randall	Christian	Julie	Adam	Sanjay	Kathy	Susan	Takete	Eric	Ralph
1/23/2021 23:28:25	Emily	Ari	Mandy	Harris	Jon	Mei	Thomas	Benjamin	Suzanne	Maren	Takete		
1/23/2021 23:29:12	Hailey	Mark	Jessie	Brad	Eric	Sue	John	John	Lynda	Margaret	Takete	Aidan	Jack
1/23/2021 23:29:30	Alice	Dave	Katelyn	Greg	Alex	Sue	John	Alex	Mary	Suzanne 	Takete	Joe	Xander
1/23/2021 23:30:13	Susie	Steve	Olga	Jeff	Michael	Olivia	Geoffrey	Eddie	Patricia	Margaret	Takete	Woody	Ryan
1/23/2021 23:30:38	Emily	Tony	Christina	Steven	Gregory	Natalie	Brian		Phyllis	Elizabeth	Takete	Christopher	Samuel
1/23/2021 23:30:40	Sarah	Evan	Michelle	David	Mark	Marissa 	Neil	Jared 	Susan	Carolyn 	Takete	Marshal 	Sameer
1/23/2021 23:30:58	Emily	Sergio	Anna	Ray	Michael	Eleanor	Roy	Bertran	Marjorie	Louise	Equally fitting	Travis	Lucas
1/23/2021 23:31:46	Emma	Marcus	Lindsay	Dave	Peter	Monica	Ted	Ronald	Marie	Yvonne	Takete	jake paul	eddie
1/23/2021 23:31:55	Sarah	Michael	Jane	Mark	Jason	Cheri	Brett	Jay	Ellen	Margaret	Takete	Jack Bob	SHOOOOOOOOOOOOOOOOOOOOOOP
1/23/2021 23:32:31	Anna	Jason	Beverly	James	Thomas	Cindy	George	Stephan	Bridget	Karen	Takete	Nelson	Sam
1/23/2021 23:32:59	Ava	Jon	Jennifer 	Robert 	Adam	Leah	Thomas	Luke	Kelly	Sandy	Takete	Mike	Jude
1/23/2021 23:33:15	Hannah	Alan	Ashley 	Robert	David	Sarah	Alan	Alan	Margaret	Carol	Takete	Alan	Alan
1/23/2021 23:33:36	Julie	Palak 	Jenna	Mark	David	Janet	Tim	David	Susan	Joanne 	Takete		Kevin 
1/23/2021 23:34:01	Lana	Raffi	Jemna	Waldo	Kiran	Nancy	Rob	Malkeet	Debbie	Chistine	Takete	Lenny	Malcolm
1/23/2021 23:34:15	Shelby	Arturo	Kelly	Chris	Adam	Lea	Jake	Alvin	Doris	Martha	Takete	Jerome	Malcolm
1/23/2021 23:34:46	Olivia	Amir	Tiffany	Dave	Patrick	Ivy	Micheal	Paulo	Delores 	Brenda	Takete	Paul	Casen
1/23/2021 23:35:12	Brittany	Jerry	Ashley	Tim	Andrew	Michelle	Patrick	Paul	Beverly	Karen	Takete	Lenny	Kevin
1/23/2021 23:35:15	Lilly	Mark	Tammy	Robert	Tristan	Laura	John	Omar	Linda	Theresa	Takete	Puddle	Ian
1/23/2021 23:35:30	Amanda	Gerald	Sam	Bevan	George	Sarah	Gordan	Matiste	Helen	Susan	Equally fitting	Lucas	Billy
1/23/2021 23:35:37	Cynthia	Romeo	Channel	Peter	Arthur	May	Hank		Olga	Elizabeth	Takete	Kevin	
1/23/2021 23:36:39	Helen	Marc	Karen	Jhon	Benoît	Dianne	Paul	Daniel	Jeanne	Carol	Takete	Crack adict Logan Paul	Leon
1/23/2021 23:36:48	Eliza	Stuart	Naomi	Gavin	Tom	Mary	Simon	Jay	Susan	Patricia 	Takete	Franky Jam Man	Lucifer, the Almighty Spawn of Satan
1/23/2021 23:36:52	Lindsey	Ahmed	Silvia	John	Arthur	Melanie	Bob	Rashid	Caroline	Eva	Takete	Joey	Jack
1/23/2021 23:36:53	Claudia	Michael	Jessica	Paul	Martin	Krystal	Walter	Scott	Amy	Rebecca “Becky”	Takete	Freddie	Ryan
1/23/2021 23:37:15											Equally fitting	JARED	
1/23/2021 23:38:40	Ella	Jaime	Chelsea	Bill	Eric	Lea	Marc	Ibrahim	Debbie	Etienne	Takete	He calls himself Jagster	Colin
1/23/2021 23:38:46	Rachel	Don	Taylor	Mike	Perry	Leslie	Ken	Bruce	Carolyn	Dory	Takete	Samuel	Troy
1/23/2021 23:38:54	Cadie	Arnaud	Erika	Mike	François	Meryl	Paul	Nazeem	Doris	Meredith	Takete	Steve "ya boy" Macnally	Szymon, Lord of the Depths
1/23/2021 23:40:30	Jane	Oscar	Gina	Ray	Mike	Tiffany	Anders	Matt	Dorothy	Linda	Takete	Kevin 	Kevin
1/23/2021 23:40:32	Kaylie	Ted	Christine	Tony	Chris	Penny	Craig	Farid	Nancy	Linda	Takete	Jimbo Smithgreggors	Douglas Fells
1/23/2021 23:40:40	Leah	Bryce	Brittany	Eric	Jeff	Lucy	Frank	Maurice	Ella	Hattie	Takete	Jake Paul	Damien
1/23/2021 23:40:57	Kayla	Anthony	Megan	John	Nicholas	Amy	Sam	Marcus	Cheryl	Mary	Takete	Frank	Damien
1/23/2021 23:42:05	Olivia	Ahmed	Carlie	Ryan	Mark	Kim	George	Alexander	Margot	Susan	Takete	Elliott	Markus
1/23/2021 23:42:16	Sophie	Malek 	Justine	Thomas	Caleb	Annabel	Stephan	Eric	Susan	Inez	Takete	Kevin	Aaron
1/23/2021 23:42:43	Lavender	Rick	Amber	Tom	Richard 	Michelle	George	Reginald	Suzy	Barb	Takete	Rick	Ricky
1/23/2021 23:42:47	Nina	Paul	Allison	Mitt	Ruben	Emily	Rex		Christine	Alessandra	Takete	Horst	Bastian
1/23/2021 23:42:49	Leona	Garry	Kim	Harry	Tim	Kim	Joe	Samir	Tina	Harriet	Takete	Sejuani	Timmy
1/23/2021 23:42:54													
1/23/2021 23:43:14	Lisa	Cole	Sara	Jeff	Paul	Tara	David	Michael 	Karen	Amanda	Takete	Jonas	Will
1/23/2021 23:43:29	Amber	Edward	Karen	William	Ted	Aname	David	Eduardo	May	Dorothy	Takete	Max	Damien
1/23/2021 23:43:35	Meredith	Robert	Marta	Philip	Keith	Lila	Fred	Dustin	Marge	Linda	Takete	Marco	Damion
1/23/2021 23:43:36	Harmony	Jeff	Hailey	Robert	Matthew	Angela	Paul	Jericho	Patty 	Jane	Takete	Pubert	Steven
1/23/2021 23:43:49	Ellen	Asim 	Lauren	Hugo	William 	Lin	Daniel	Youssef	Betty 	Diane	Takete	Tony	Malcolm 
1/23/2021 23:43:53	Hannah 	Tom	Liz	John	Mark	Susan	Jerry	Ibram	Beth	Kate	Takete	Jake	Damien
1/23/2021 23:44:58	Hannah	Omar	Kailee	David	Jonathan	Anna	Carl	Michael	Marge	Mary Beth	Takete	Sean	Kyle 
1/23/2021 23:45:31	Maritza	Aziz	Pamela	Daniel	Scott	Jaclinn	Igor	Omar	Mary	Karla	Takete	Thomas	Jay
1/23/2021 23:45:56	Carla	Robert	Sarah	Paul	Richard	Jane	Oswald	Ajit	Pamela	Claudia	Takete	New face	I’m stupid faster
1/23/2021 23:45:56	Hannah	Arash	Holly	Mike	Daniel (Dan)	Sunny	Alfred	Ricardo (Ricky)	Barbara	Katja	Takete	Joey	!7
